id,entity_id,asset_id,severity,status,opened_at,closed_at,escalation_level,closure_reason
al-001361,ent-005,asset-00034,high,closed,2026-09-08T00:53:48.939754,2026-09-08T13:53:48.939754,1,Remediated
al-001362,ent-006,asset-00042,medium,closed,2026-09-08T00:46:48.939754,2026-09-08T13:46:48.939754,1,Remediated
al-001363,ent-007,asset-00050,high,closed,2026-09-08T00:39:48.939754,2026-09-08T13:39:48.939754,1,Remediated
al-001364,ent-008,asset-00058,high,open,2026-09-08T00:32:48.939754,,1,
al-001365,ent-009,asset-00066,critical,closed,2026-09-08T00:25:48.939754,2026-09-08T13:25:48.939754,0,Remediated
al-001366,ent-010,asset-00074,high,closed,2026-09-08T00:18:48.939754,2026-09-08T13:18:48.939754,1,Remediated
al-001367,ent-011,asset-00082,high,closed,2026-09-08T00:11:48.939754,2026-09-08T13:11:48.939754,1,Remediated
al-001368,ent-012,asset-00091,medium,open,2026-09-08T00:04:48.939754,,1,
al-001369,ent-001,asset-00003,high,closed,2026-09-07T23:57:48.939754,2026-09-08T12:57:48.939754,1,Remediated
al-001370,ent-002,asset-00011,high,closed,2026-09-07T23:50:48.939754,2026-09-08T12:50:48.939754,1,Remediated
al-001371,ent-003,asset-00019,medium,closed,2026-09-07T23:43:48.939754,2026-09-08T12:43:48.939754,1,Remediated
al-001372,ent-004,asset-00027,high,open,2026-09-07T23:36:48.939754,,1,
al-001373,ent-005,asset-00035,high,closed,2026-09-07T23:29:48.939754,2026-09-08T12:29:48.939754,1,Remediated
al-001374,ent-006,asset-00043,medium,closed,2026-09-07T23:22:48.939754,2026-09-08T12:22:48.939754,1,Remediated
al-001375,ent-007,asset-00051,high,closed,2026-09-07T23:15:48.939754,2026-09-08T12:15:48.939754,1,Remediated
al-001376,ent-008,asset-00059,high,open,2026-09-07T23:08:48.939754,,1,
al-001377,ent-009,asset-00067,medium,closed,2026-09-07T23:01:48.939754,2026-09-07T23:46:48.939754,0,Duplicate alert
al-001378,ent-010,asset-00075,critical,closed,2026-09-07T22:54:48.939754,2026-09-08T11:54:48.939754,0,Remediated
al-001379,ent-011,asset-00083,high,closed,2026-09-07T22:47:48.939754,2026-09-08T11:47:48.939754,1,Remediated
al-001380,ent-012,asset-00092,medium,open,2026-09-07T22:40:48.939754,,1,
al-001381,ent-001,asset-00004,high,closed,2026-09-07T22:33:48.939754,2026-09-08T11:33:48.939754,1,Remediated
al-001382,ent-002,asset-00012,high,closed,2026-09-07T22:26:48.939754,2026-09-08T11:26:48.939754,1,Remediated
al-001383,ent-003,asset-00020,medium,closed,2026-09-07T22:19:48.939754,2026-09-08T11:19:48.939754,1,Remediated
al-001384,ent-004,asset-00028,high,open,2026-09-07T22:12:48.939754,,1,
al-001385,ent-005,asset-00036,high,closed,2026-09-07T22:05:48.939754,2026-09-08T11:05:48.939754,1,Remediated
al-001386,ent-006,asset-00044,medium,closed,2026-09-07T21:58:48.939754,2026-09-08T10:58:48.939754,1,Remediated
al-001387,ent-007,asset-00052,high,closed,2026-09-07T21:51:48.939754,2026-09-08T10:51:48.939754,1,Remediated
al-001388,ent-008,asset-00060,high,open,2026-09-07T21:44:48.939754,,1,
al-001389,ent-009,asset-00068,medium,closed,2026-09-07T21:37:48.939754,2026-09-08T10:37:48.939754,1,Remediated
al-001390,ent-010,asset-00076,high,closed,2026-09-07T21:30:48.939754,2026-09-07T22:15:48.939754,0,Duplicate alert
al-001391,ent-011,asset-00084,critical,closed,2026-09-07T21:23:48.939754,2026-09-08T10:23:48.939754,0,Remediated
al-001392,ent-012,asset-00093,medium,open,2026-09-07T21:16:48.939754,,1,
al-001393,ent-001,asset-00005,high,closed,2026-09-07T21:09:48.939754,2026-09-08T10:09:48.939754,1,Remediated
al-001394,ent-002,asset-00013,high,closed,2026-09-07T21:02:48.939754,2026-09-07T21:47:48.939754,0,Duplicate alert
al-001395,ent-003,asset-00021,medium,closed,2026-09-07T20:55:48.939754,2026-09-07T21:40:48.939754,0,Duplicate alert
al-001396,ent-004,asset-00029,high,open,2026-09-07T20:48:48.939754,,1,
al-001397,ent-005,asset-00037,high,closed,2026-09-07T20:41:48.939754,2026-09-08T09:41:48.939754,1,Remediated
al-001398,ent-006,asset-00045,medium,closed,2026-09-07T20:34:48.939754,2026-09-08T09:34:48.939754,1,Remediated
al-001399,ent-007,asset-00053,high,closed,2026-09-07T20:27:48.939754,2026-09-08T09:27:48.939754,1,Remediated
al-001400,ent-008,asset-00061,high,open,2026-09-07T20:20:48.939754,,1,
al-001401,ent-009,asset-00069,medium,closed,2026-09-07T20:13:48.939754,2026-09-08T09:13:48.939754,1,Remediated
al-001402,ent-010,asset-00077,high,closed,2026-09-07T20:06:48.939754,2026-09-08T09:06:48.939754,1,Remediated
al-001403,ent-011,asset-00085,high,closed,2026-09-07T19:59:48.939754,2026-09-08T08:59:48.939754,1,Remediated
al-001404,ent-012,asset-00094,critical,open,2026-09-07T19:52:48.939754,,0,
al-001405,ent-001,asset-00006,high,closed,2026-09-07T19:45:48.939754,2026-09-08T08:45:48.939754,1,Remediated
al-001406,ent-002,asset-00014,high,closed,2026-09-07T19:38:48.939754,2026-09-08T08:38:48.939754,1,Remediated
al-001407,ent-003,asset-00022,medium,closed,2026-09-07T19:31:48.939754,2026-09-08T08:31:48.939754,1,Remediated
al-001408,ent-004,asset-00030,high,open,2026-09-07T19:24:48.939754,,1,
al-001409,ent-005,asset-00038,high,closed,2026-09-07T19:17:48.939754,2026-09-08T08:17:48.939754,1,Remediated
al-001410,ent-006,asset-00046,medium,closed,2026-09-07T19:10:48.939754,2026-09-08T08:10:48.939754,1,Remediated
al-001411,ent-007,asset-00054,high,closed,2026-09-07T19:03:48.939754,2026-09-07T19:48:48.939754,0,Duplicate alert
al-001412,ent-008,asset-00062,high,open,2026-09-07T18:56:48.939754,,1,
al-001413,ent-009,asset-00070,medium,closed,2026-09-07T18:49:48.939754,2026-09-08T07:49:48.939754,1,Remediated
al-001414,ent-010,asset-00078,high,closed,2026-09-07T18:42:48.939754,2026-09-08T07:42:48.939754,1,Remediated
al-001415,ent-011,asset-00086,high,closed,2026-09-07T18:35:48.939754,2026-09-08T07:35:48.939754,1,Remediated
al-001416,ent-012,asset-00095,medium,open,2026-09-07T18:28:48.939754,,1,
al-001417,ent-001,asset-00007,critical,closed,2026-09-07T18:21:48.939754,2026-09-08T07:21:48.939754,0,Remediated
al-001418,ent-002,asset-00015,high,closed,2026-09-07T18:14:48.939754,2026-09-08T07:14:48.939754,1,Remediated
al-001419,ent-003,asset-00023,medium,closed,2026-09-07T18:07:48.939754,2026-09-08T07:07:48.939754,1,Remediated
al-001420,ent-004,asset-00031,high,open,2026-09-07T18:00:48.939754,,1,
al-001421,ent-005,asset-00039,high,closed,2026-09-07T17:53:48.939754,2026-09-08T06:53:48.939754,1,Remediated
al-001422,ent-006,asset-00047,medium,closed,2026-09-07T17:46:48.939754,2026-09-08T06:46:48.939754,1,Remediated
al-001423,ent-007,asset-00055,high,closed,2026-09-07T17:39:48.939754,2026-09-08T06:39:48.939754,1,Remediated
al-001424,ent-008,asset-00063,high,open,2026-09-07T17:32:48.939754,,1,
al-001425,ent-009,asset-00071,medium,closed,2026-09-07T17:25:48.939754,2026-09-08T06:25:48.939754,1,Remediated
al-001426,ent-010,asset-00079,high,closed,2026-09-07T17:18:48.939754,2026-09-08T06:18:48.939754,1,Remediated
al-001427,ent-011,asset-00087,high,closed,2026-09-07T17:11:48.939754,2026-09-08T06:11:48.939754,1,Remediated
al-001428,ent-012,asset-00096,medium,open,2026-09-07T17:04:48.939754,,0,Duplicate alert
al-001429,ent-001,asset-00008,high,closed,2026-09-07T16:57:48.939754,2026-09-08T05:57:48.939754,1,Remediated
al-001430,ent-002,asset-00016,critical,closed,2026-09-07T16:50:48.939754,2026-09-08T05:50:48.939754,0,Remediated
al-001431,ent-003,asset-00024,medium,closed,2026-09-07T16:43:48.939754,2026-09-08T05:43:48.939754,1,Remediated
al-001432,ent-004,asset-00032,high,open,2026-09-07T16:36:48.939754,,1,
al-001433,ent-005,asset-00040,high,closed,2026-09-07T16:29:48.939754,2026-09-08T05:29:48.939754,1,Remediated
al-001434,ent-006,asset-00048,medium,closed,2026-09-07T16:22:48.939754,2026-09-08T05:22:48.939754,1,Remediated
al-001435,ent-007,asset-00056,high,closed,2026-09-07T16:15:48.939754,2026-09-08T05:15:48.939754,1,Remediated
al-001436,ent-008,asset-00064,high,open,2026-09-07T16:08:48.939754,,1,
al-001437,ent-009,asset-00072,medium,closed,2026-09-07T16:01:48.939754,2026-09-08T05:01:48.939754,1,Remediated
al-001438,ent-010,asset-00080,high,closed,2026-09-07T15:54:48.939754,2026-09-08T04:54:48.939754,1,Remediated
al-001439,ent-011,asset-00088,high,closed,2026-09-07T15:47:48.939754,2026-09-08T04:47:48.939754,1,Remediated
al-001440,ent-012,asset-00089,medium,open,2026-09-07T15:40:48.939754,,1,
al-001441,ent-001,asset-00001,high,closed,2026-09-07T15:33:48.939754,2026-09-08T04:33:48.939754,1,Remediated
al-001442,ent-002,asset-00009,high,closed,2026-09-07T15:26:48.939754,2026-09-08T04:26:48.939754,1,Remediated
al-001443,ent-003,asset-00017,critical,closed,2026-09-07T15:19:48.939754,2026-09-08T04:19:48.939754,0,Remediated
al-001444,ent-004,asset-00025,high,open,2026-09-07T15:12:48.939754,,1,
al-001445,ent-005,asset-00033,high,closed,2026-09-07T15:05:48.939754,2026-09-07T15:50:48.939754,0,Duplicate alert
al-001446,ent-006,asset-00041,medium,closed,2026-09-07T14:58:48.939754,2026-09-08T03:58:48.939754,1,Remediated
al-001447,ent-007,asset-00049,high,closed,2026-09-07T14:51:48.939754,2026-09-08T03:51:48.939754,1,Remediated
al-001448,ent-008,asset-00057,high,open,2026-09-07T14:44:48.939754,,1,
al-001449,ent-009,asset-00065,medium,closed,2026-09-07T14:37:48.939754,2026-09-08T03:37:48.939754,1,Remediated
al-001450,ent-010,asset-00073,high,closed,2026-09-07T14:30:48.939754,2026-09-07T15:15:48.939754,0,Duplicate alert
al-001451,ent-011,asset-00081,high,closed,2026-09-07T14:23:48.939754,2026-09-08T03:23:48.939754,1,Remediated
al-001452,ent-012,asset-00090,medium,open,2026-09-07T14:16:48.939754,,1,
al-001453,ent-001,asset-00002,high,closed,2026-09-07T14:09:48.939754,2026-09-08T03:09:48.939754,1,Remediated
al-001454,ent-002,asset-00010,high,closed,2026-09-07T14:02:48.939754,2026-09-08T03:02:48.939754,1,Remediated
al-001455,ent-003,asset-00018,medium,closed,2026-09-07T13:55:48.939754,2026-09-07T14:40:48.939754,0,Duplicate alert
al-001456,ent-004,asset-00026,critical,open,2026-09-07T13:48:48.939754,,0,
al-001457,ent-005,asset-00034,high,closed,2026-09-07T13:41:48.939754,2026-09-08T02:41:48.939754,1,Remediated
al-001458,ent-006,asset-00042,medium,closed,2026-09-07T13:34:48.939754,2026-09-08T02:34:48.939754,1,Remediated
al-001459,ent-007,asset-00050,high,closed,2026-09-07T13:27:48.939754,2026-09-08T02:27:48.939754,1,Remediated
al-001460,ent-008,asset-00058,high,open,2026-09-07T13:20:48.939754,,1,
al-001461,ent-009,asset-00066,medium,closed,2026-09-07T13:13:48.939754,2026-09-08T02:13:48.939754,1,Remediated
al-001462,ent-010,asset-00074,high,closed,2026-09-07T13:06:48.939754,2026-09-07T13:51:48.939754,0,Duplicate alert
al-001463,ent-011,asset-00082,high,closed,2026-09-07T12:59:48.939754,2026-09-08T01:59:48.939754,1,Remediated
al-001464,ent-012,asset-00091,medium,open,2026-09-07T12:52:48.939754,,1,
al-001465,ent-001,asset-00003,high,closed,2026-09-07T12:45:48.939754,2026-09-08T01:45:48.939754,1,Remediated
al-001466,ent-002,asset-00011,high,closed,2026-09-07T12:38:48.939754,2026-09-08T01:38:48.939754,1,Remediated
al-001467,ent-003,asset-00019,medium,closed,2026-09-07T12:31:48.939754,2026-09-08T01:31:48.939754,1,Remediated
al-001468,ent-004,asset-00027,high,open,2026-09-07T12:24:48.939754,,1,
al-001469,ent-005,asset-00035,critical,closed,2026-09-07T12:17:48.939754,2026-09-08T01:17:48.939754,0,Remediated
al-001470,ent-006,asset-00043,medium,closed,2026-09-07T12:10:48.939754,2026-09-08T01:10:48.939754,1,Remediated
al-001471,ent-007,asset-00051,high,closed,2026-09-07T12:03:48.939754,2026-09-08T01:03:48.939754,1,Remediated
al-001472,ent-008,asset-00059,high,open,2026-09-07T11:56:48.939754,,1,
al-001473,ent-009,asset-00067,medium,closed,2026-09-07T11:49:48.939754,2026-09-08T00:49:48.939754,1,Remediated
al-001474,ent-010,asset-00075,high,closed,2026-09-07T11:42:48.939754,2026-09-08T00:42:48.939754,1,Remediated
al-001475,ent-011,asset-00083,high,closed,2026-09-07T11:35:48.939754,2026-09-08T00:35:48.939754,1,Remediated
al-001476,ent-012,asset-00092,medium,open,2026-09-07T11:28:48.939754,,1,
al-001477,ent-001,asset-00004,high,closed,2026-09-07T11:21:48.939754,2026-09-08T00:21:48.939754,1,Remediated
al-001478,ent-002,asset-00012,high,closed,2026-09-07T11:14:48.939754,2026-09-08T00:14:48.939754,1,Remediated
al-001479,ent-003,asset-00020,medium,closed,2026-09-07T11:07:48.939754,2026-09-07T11:52:48.939754,0,Duplicate alert
al-001480,ent-004,asset-00028,high,open,2026-09-07T11:00:48.939754,,1,
al-001481,ent-005,asset-00036,high,closed,2026-09-07T10:53:48.939754,2026-09-07T23:53:48.939754,1,Remediated
al-001482,ent-006,asset-00044,critical,closed,2026-09-07T10:46:48.939754,2026-09-07T23:46:48.939754,0,Remediated
al-001483,ent-007,asset-00052,high,closed,2026-09-07T10:39:48.939754,2026-09-07T23:39:48.939754,1,Remediated
al-001484,ent-008,asset-00060,high,open,2026-09-07T10:32:48.939754,,1,
al-001485,ent-009,asset-00068,medium,closed,2026-09-07T10:25:48.939754,2026-09-07T23:25:48.939754,1,Remediated
al-001486,ent-010,asset-00076,high,closed,2026-09-07T10:18:48.939754,2026-09-07T23:18:48.939754,1,Remediated
al-001487,ent-011,asset-00084,high,closed,2026-09-07T10:11:48.939754,2026-09-07T23:11:48.939754,1,Remediated
al-001488,ent-012,asset-00093,medium,open,2026-09-07T10:04:48.939754,,1,
al-001489,ent-001,asset-00005,high,closed,2026-09-07T09:57:48.939754,2026-09-07T22:57:48.939754,1,Remediated
al-001490,ent-002,asset-00013,high,closed,2026-09-07T09:50:48.939754,2026-09-07T22:50:48.939754,1,Remediated
al-001491,ent-003,asset-00021,medium,closed,2026-09-07T09:43:48.939754,2026-09-07T22:43:48.939754,1,Remediated
al-001492,ent-004,asset-00029,high,open,2026-09-07T09:36:48.939754,,1,
al-001493,ent-005,asset-00037,high,closed,2026-09-07T09:29:48.939754,2026-09-07T22:29:48.939754,1,Remediated
al-001494,ent-006,asset-00045,medium,closed,2026-09-07T09:22:48.939754,2026-09-07T22:22:48.939754,1,Remediated
al-001495,ent-007,asset-00053,critical,closed,2026-09-07T09:15:48.939754,2026-09-07T22:15:48.939754,0,Remediated
al-001496,ent-008,asset-00061,high,open,2026-09-07T09:08:48.939754,,0,Duplicate alert
al-001497,ent-009,asset-00069,medium,closed,2026-09-07T09:01:48.939754,2026-09-07T22:01:48.939754,1,Remediated
al-001498,ent-010,asset-00077,high,closed,2026-09-07T08:54:48.939754,2026-09-07T21:54:48.939754,1,Remediated
al-001499,ent-011,asset-00085,high,closed,2026-09-07T08:47:48.939754,2026-09-07T21:47:48.939754,1,Remediated
al-001500,ent-012,asset-00094,medium,open,2026-09-07T08:40:48.939754,,1,
al-001501,ent-001,asset-00006,high,closed,2026-09-07T08:33:48.939754,2026-09-07T21:33:48.939754,1,Remediated
al-001502,ent-002,asset-00014,high,closed,2026-09-07T08:26:48.939754,2026-09-07T21:26:48.939754,1,Remediated
al-001503,ent-003,asset-00022,medium,closed,2026-09-07T08:19:48.939754,2026-09-07T21:19:48.939754,1,Remediated
al-001504,ent-004,asset-00030,high,open,2026-09-07T08:12:48.939754,,1,
al-001505,ent-005,asset-00038,high,closed,2026-09-07T08:05:48.939754,2026-09-07T21:05:48.939754,1,Remediated
al-001506,ent-006,asset-00046,medium,closed,2026-09-07T07:58:48.939754,2026-09-07T20:58:48.939754,1,Remediated
al-001507,ent-007,asset-00054,high,closed,2026-09-07T07:51:48.939754,2026-09-07T20:51:48.939754,1,Remediated
al-001508,ent-008,asset-00062,critical,open,2026-09-07T07:44:48.939754,,0,
al-001509,ent-009,asset-00070,medium,closed,2026-09-07T07:37:48.939754,2026-09-07T20:37:48.939754,1,Remediated
al-001510,ent-010,asset-00078,high,closed,2026-09-07T07:30:48.939754,2026-09-07T08:15:48.939754,0,Duplicate alert
al-001511,ent-011,asset-00086,high,closed,2026-09-07T07:23:48.939754,2026-09-07T20:23:48.939754,1,Remediated
al-001512,ent-012,asset-00095,medium,open,2026-09-07T07:16:48.939754,,1,
al-001513,ent-001,asset-00007,high,closed,2026-09-07T07:09:48.939754,2026-09-07T07:54:48.939754,0,Duplicate alert
al-001514,ent-002,asset-00015,high,closed,2026-09-07T07:02:48.939754,2026-09-07T20:02:48.939754,1,Remediated
al-001515,ent-003,asset-00023,medium,closed,2026-09-07T06:55:48.939754,2026-09-07T07:40:48.939754,0,Duplicate alert
al-001516,ent-004,asset-00031,high,open,2026-09-07T06:48:48.939754,,1,
al-001517,ent-005,asset-00039,high,closed,2026-09-07T06:41:48.939754,2026-09-07T19:41:48.939754,1,Remediated
al-001518,ent-006,asset-00047,medium,closed,2026-09-07T06:34:48.939754,2026-09-07T19:34:48.939754,1,Remediated
al-001519,ent-007,asset-00055,high,closed,2026-09-07T06:27:48.939754,2026-09-07T19:27:48.939754,1,Remediated
al-001520,ent-008,asset-00063,high,open,2026-09-07T06:20:48.939754,,1,
al-001521,ent-009,asset-00071,critical,closed,2026-09-07T06:13:48.939754,2026-09-07T19:13:48.939754,0,Remediated
al-001522,ent-010,asset-00079,high,closed,2026-09-07T06:06:48.939754,2026-09-07T19:06:48.939754,1,Remediated
al-001523,ent-011,asset-00087,high,closed,2026-09-07T05:59:48.939754,2026-09-07T18:59:48.939754,1,Remediated
al-001524,ent-012,asset-00096,medium,open,2026-09-07T05:52:48.939754,,1,
al-001525,ent-001,asset-00008,high,closed,2026-09-07T05:45:48.939754,2026-09-07T18:45:48.939754,1,Remediated
al-001526,ent-002,asset-00016,high,closed,2026-09-07T05:38:48.939754,2026-09-07T18:38:48.939754,1,Remediated
al-001527,ent-003,asset-00024,medium,closed,2026-09-07T05:31:48.939754,2026-09-07T18:31:48.939754,1,Remediated
al-001528,ent-004,asset-00032,high,open,2026-09-07T05:24:48.939754,,1,
al-001529,ent-005,asset-00040,high,closed,2026-09-07T05:17:48.939754,2026-09-07T18:17:48.939754,1,Remediated
al-001530,ent-006,asset-00048,medium,closed,2026-09-07T05:10:48.939754,2026-09-07T05:55:48.939754,0,Duplicate alert
al-001531,ent-007,asset-00056,high,closed,2026-09-07T05:03:48.939754,2026-09-07T18:03:48.939754,1,Remediated
al-001532,ent-008,asset-00064,high,open,2026-09-07T04:56:48.939754,,1,
al-001533,ent-009,asset-00072,medium,closed,2026-09-07T04:49:48.939754,2026-09-07T17:49:48.939754,1,Remediated
al-001534,ent-010,asset-00080,critical,closed,2026-09-07T04:42:48.939754,2026-09-07T17:42:48.939754,0,Remediated
al-001535,ent-011,asset-00088,high,closed,2026-09-07T04:35:48.939754,2026-09-07T17:35:48.939754,1,Remediated
al-001536,ent-012,asset-00089,medium,open,2026-09-07T04:28:48.939754,,1,
al-001537,ent-001,asset-00001,high,closed,2026-09-07T04:21:48.939754,2026-09-07T17:21:48.939754,1,Remediated
al-001538,ent-002,asset-00009,high,closed,2026-09-07T04:14:48.939754,2026-09-07T17:14:48.939754,1,Remediated
al-001539,ent-003,asset-00017,medium,closed,2026-09-07T04:07:48.939754,2026-09-07T17:07:48.939754,1,Remediated
al-001540,ent-004,asset-00025,high,open,2026-09-07T04:00:48.939754,,1,
al-001541,ent-005,asset-00033,high,closed,2026-09-07T03:53:48.939754,2026-09-07T16:53:48.939754,1,Remediated
al-001542,ent-006,asset-00041,medium,closed,2026-09-07T03:46:48.939754,2026-09-07T16:46:48.939754,1,Remediated
al-001543,ent-007,asset-00049,high,closed,2026-09-07T03:39:48.939754,2026-09-07T16:39:48.939754,1,Remediated
al-001544,ent-008,asset-00057,high,open,2026-09-07T03:32:48.939754,,1,
al-001545,ent-009,asset-00065,medium,closed,2026-09-07T03:25:48.939754,2026-09-07T16:25:48.939754,1,Remediated
al-001546,ent-010,asset-00073,high,closed,2026-09-07T03:18:48.939754,2026-09-07T16:18:48.939754,1,Remediated
al-001547,ent-011,asset-00081,critical,closed,2026-09-07T03:11:48.939754,2026-09-07T03:56:48.939754,0,Duplicate alert
al-001548,ent-012,asset-00090,medium,open,2026-09-07T03:04:48.939754,,1,
al-001549,ent-001,asset-00002,high,closed,2026-09-07T02:57:48.939754,2026-09-07T15:57:48.939754,1,Remediated
al-001550,ent-002,asset-00010,high,closed,2026-09-07T02:50:48.939754,2026-09-07T15:50:48.939754,1,Remediated
al-001551,ent-003,asset-00018,medium,closed,2026-09-07T02:43:48.939754,2026-09-07T15:43:48.939754,1,Remediated
al-001552,ent-004,asset-00026,high,open,2026-09-07T02:36:48.939754,,1,
al-001553,ent-005,asset-00034,high,closed,2026-09-07T02:29:48.939754,2026-09-07T15:29:48.939754,1,Remediated
al-001554,ent-006,asset-00042,medium,closed,2026-09-07T02:22:48.939754,2026-09-07T15:22:48.939754,1,Remediated
al-001555,ent-007,asset-00050,high,closed,2026-09-07T02:15:48.939754,2026-09-07T15:15:48.939754,1,Remediated
al-001556,ent-008,asset-00058,high,open,2026-09-07T02:08:48.939754,,1,
